stripped_cell_line_name	DepMap_ID	CCLE_name	alias	disease	Name	Pathology	Site_Primary	Histology	Disease	type	type_refined	PATHOLOGIST_ANNOTATION	mutRate	tcga_code	TIPARP.log2TPM	ADAR.log2TPM	CYP1B1.log2TPM	ISG.score	ISG.score.group	TIPARP.log2CN	TIPARP.CRISPR.Avana	ADAR.CRISPR.Avana	RBN2397.GI50.geomean	chempartner.RBN011364.GI50_nm	chempartner.RBN011637.GI50_nm	chempartner.RBN011685.GI50_nm	ribon.RBN011364.GI50_nm	merged.RBN011364.GI50_nm	RBN011364.002.horizon.GI50_nm	RBN011595.001.horizon.GI50_nm	RBN011628.001.horizon.GI50_nm	RBN011364.002.horizon.IC50_nm	RBN011595.001.horizon.IC50_nm	RBN011628.001.horizon.IC50_nm	RBN011364.002.horizon.Delta.1um	RBN011595.001.horizon.Delta.1um	RBN011628.001.horizon.Delta.1um	RBN011364.002.horizon.EMax.1um.fixed	RBN011595.001.horizon.EMax.1um.fixed	RBN011628.001.horizon.EMax.1um.fixed	Response.group
KURAMOCHI	ACH-000524	KURAMOCHI_OVARY		ovary	KURAMOCHI	metastasis	ovary	carcinoma		ovary	ovary	Ovary:Carcinoma	130.3578322	UNABLE TO CLASSIFY	2.9126498649	6.91981677005	5.08576455378	0.443848734247866	middle	1.09626155624	0.0982128155356	-0.648725282712	NA	NA	NA	NA	NA	NA	1238.1028154321	2450.35144953724	627.577445629373	10000	10000	2154.61404959882	23.4049876330312	17.0889058216279	39.146472840898	53.1701008875497	62.0912593844821	40.5005607965298	Nonresponder
KYSE270	ACH-000873	KYSE270_OESOPHAGUS		esophagus	KYSE-270	primary	oesophagus	carcinoma		esophagus	esophagus	Oesophagus:Carcinoma	245.3804386	ESCA	4.31831684133	5.44956137461	0.150559676575	-0.378974586361664	middle	1.86369336652	-0.149772067585	-0.992176300746	NA	NA	NA	NA	NA	NA	10000	10000	339.141049183501	0.00867027745156489	2.14780136436553	2685.65151951162	12.1365924554099	13.4632032222006	50.5141543404616	79.5824815976175	75.8756660657263	32.7508843324091	Nonresponder
KYSE30	ACH-000777	KYSE30_OESOPHAGUS		esophagus	KYSE-30	primary	oesophagus	carcinoma	Esophageal Cancer	esophagus	esophagus	Oesophagus:Carcinoma	188.0952893	ESCA	5.57561487762	6.51349074559	5.08278773171	0.239060000776938	middle	1.02850923697	-0.210008806759	-0.452677031173	NA	10000	10000	10000	NA	10000	10000	10000	10000	1.48616171099383	25.6848879756531	0.342876639388189	39.2759565761699	39.8073005150761	40.5483467430623	62.3031905566049	55.6715242631793	57.5359749578678	Responder
KYSE410	ACH-000809	KYSE410_OESOPHAGUS		esophagus	KYSE-410	primary	oesophagus	carcinoma		esophagus	esophagus	Oesophagus:Carcinoma	201.1053808	ESCA	3.62410089463	6.24126817733	3.62058641045	-0.211641713045364	middle	1.16669007804	-0.304487654306	-0.660524081952	NA	NA	NA	NA	NA	NA	7522.32832798077	10000	1714.09486815226	10000	10000	1363.9383491825	7.93957458148415	4.61581773143878	43.578900900428	100.105030062974	102.39691962335	65.4036477196116	Nonresponder
KYSE450	ACH-000865	KYSE450_OESOPHAGUS		esophagus	KYSE-450	primary	oesophagus	carcinoma	well differentiated invasive eosphageal squamous cell carcinoma	esophagus	esophagus	Oesophagus:Carcinoma	324.7573697	ESCA	3.79285535236	7.37816477987	5.28725064325	0.992589513169837	high	1.29974566155	-0.0374459090225	-0.654365933704	NA	NA	NA	NA	NA	NA	10000	10000	1992.74126274807	10000	2805.13695125423	1832.81889179349	8.71168764700398	11.4922994400874	19.576268611204	88.2673162252033	86.5401830891749	74.3885426016059	Nonresponder
KYSE520	ACH-000637	KYSE520_OESOPHAGUS		esophagus	KYSE-520	primary	oesophagus	carcinoma		esophagus	esophagus	Oesophagus:Carcinoma	168.9136858	ESCA	3.56071495447	6.38249434029	3.95326523901	0.233855200107115	middle	1.07541665725	-0.159918445594	-0.66338660499	NA	NA	NA	NA	NA	NA	10000	3989.90834412157	1770.8842465399	302.392842660987	10000	10000	32.9053156234129	18.5672803263131	34.401587380068	62.1081853156674	70.9118156502149	55.9936391494042	Nonresponder
KYSE70	ACH-000784	KYSE70_OESOPHAGUS		esophagus	KYSE-70	primary	oesophagus	carcinoma		esophagus	esophagus	Oesophagus:Carcinoma	201.4414623	ESCA	3.11436702495	5.94134110549	3.04089243065	-1.0534406246872	low	1.07169754468	-0.189478414826	-1.13571763732	NA	NA	NA	NA	NA	NA	10000	5520.1740415572	1544.97416769897	270.152346185512	10000	840.220626780692	12.077328011444	13.3043017136019	33.8089988891914	78.1059425688613	81.7480386117916	57.0371745664115	Nonresponder
LC1SQ	ACH-002156	LC1SQ_LUNG		 	NA	NA	NA	NA	NA	NA	lung_NSC	NA	NA	LUSC	NA	NA	NA	NA	NA	1.27301829479	NA	NA	NA	NA	NA	NA	NA	NA	7518.23400469817	10000	23.2822388316973	9494.24233213913	10000	5958.62882488779	3.64650531992083e-11	0	13.564596046776	53.9329036347857	100	37.0264343062947	Nonresponder
LCLC103H	ACH-000627	LCLC103H_LUNG		lung	LCLC-103H	metastasis	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	133.4069632	NA	3.58375975364	6.30140473756	2.25096157353	0.368794051221138	middle	1.00100034657	-0.243334665901	-0.186821669874	NA	NA	NA	NA	NA	NA	10000	10000	687.567753026379	120.739225245689	217.595085387748	250.600906651942	30.1851865125741	23.7104093355091	49.3064360057434	70.3268552910078	74.165517077503	46.432024359266	Responder
LCLC97TM1	ACH-000596	LCLC97TM1_LUNG		lung	LCLC-97TM1	primary	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	147.9145815	NA	5.8346606579	7.61662235503	1.22650852981	1.31753209433231	high	1.27307867498	NA	NA	NA	NA	NA	NA	NA	NA	10000	3916.01656449566	1055.40882800406	102.17429915572	10000	1601.38191118062	20.7354178839115	15.1163723834331	34.8709986454348	72.3195642258404	76.4087668288578	51.503560959113	Nonresponder
LK2	ACH-000769	LK2_LUNG		lung	LK-2	primary	lung	carcinoma	lung_cancer	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	191.7691364	LUSC	4.47832471149	6.26153081524	0.6322682155	-0.682526090086341	low	1.31769474462	-0.302247578356	-0.206808754068	NA	NA	NA	NA	1070.81563722808	1070.81563722808	10000	10000	10000	17.7398521853907	27.442662492924	9.25720088427244	33.5761972154219	25.0508750546983	33.3172485246586	65.1879354919533	69.5582374679111	63.689042940279	Responder
LOUNH91	ACH-000176	LOUNH91_LUNG		lung	LOU-NH91	primary	lung	carcinoma	Lung Cancer	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	91.72271944	LUSC	4.40394936423	6.43845920442	7.71115071124	0.742177772579419	high	0.98077976106	NA	NA	NA	NA	NA	NA	NA	NA	10000	5989.81975400233	2269.67947507776	1227.0363112365	10000	10000	18.6447313107487	11.5413087246456	25.9989344290092	68.7447183548928	77.1498124628814	61.9160376457104	Nonresponder
LOVO	ACH-000950	LOVO_LARGE_INTESTINE		colorectal	LoVo	metastasis	large_intestine	carcinoma	colorectal_cancer	colorectal	colorectal	Colorectal:Carcinoma	453.4224896	COAD/READ	4.09761079663	6.44344089114	2.85399564718	0.404890788921385	middle	0.959922610238	-0.605856794384	-0.330138755586	NA	NA	NA	NA	NA	NA	10000	10000	3571.09572002009	4144.52478971155	9772.01587588223	3507.07934542693	0.00924824594173401	2.16158274213285e-06	0.000375810617711636	106.428415389244	105.900070022414	111.375548376837	Nonresponder
LS123	ACH-000501	LS123_LARGE_INTESTINE		colorectal	LS123	primary	large_intestine	carcinoma		colorectal	colorectal	Colorectal:Carcinoma	110.6272486	COAD/READ	4.57470704642	6.84699468697	0.310340120612	2.65808758519258	high	1.30081477633	NA	NA	NA	NA	NA	NA	198.127928843137	198.127928843137	10000	10000	10000	1.26472995011779	57.9826109589761	1.52452743716269	33.6089167277505	39.3540427478631	38.1517628908985	66.5751702054653	54.5897526219567	57.6863349278515	Responder
LUDLU1	ACH-000390	LUDLU1_LUNG		lung	LUDLU-1	primary	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Squamous	108.9028042	LUSC	4.73498052344	6.82743798089	5.85773223316	-0.0779907306736587	middle	1.50608091894	0.286642079905	-0.366659794691	NA	NA	NA	NA	NA	NA	595.180354233189	2695.68167520998	567.116166345184	1055.8369279053	3109.12588403288	2302.85217445967	50.2898147204947	0.0160856174649382	41.022624732933	23.8842121043771	76.9724362831913	35.5325003749926	Nonresponder
LXF289	ACH-000787	LXF289_LUNG		lung	LXF-289	primary	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Adeno	187.3366314	LUAD	6.05831649559	6.34978987024	5.03121873061	0.209009713711009	middle	1.00631375546	-0.50984749307	-0.397384199071	NA	NA	NA	NA	NA	NA	175.094898313542	10000	35.7898210024351	155.939993926131	10000	22.0467900645267	79.065886029282	0	69.4814112385682	16.0927279900066	100	25.3455935669653	Nonresponder
MDAMB175VII	ACH-000759	MDAMB175VII_BREAST		breast	MDA-MB-175-VII	metastasis	breast	carcinoma	invasive_ductal_carcinoma	breast	breast	Breast:Carcinoma	157.8873017	BRCA	3.10265813136	6.89251245978	6.51759065774	0.0732321267691938	middle	1.02140649398	NA	NA	NA	NA	NA	NA	NA	NA	10000	10000	690.598264479997	4524.04983385985	10000	1152.19456996909	1.24192273136434	4.26939147375643	66.2134773413804	97.8722791432349	94.3200956165495	36.3806590966991	Nonresponder
MDAMB231	ACH-000768	MDAMB231_BREAST		breast	MDA-MB-231	metastasis	breast	carcinoma	breast_cancer	breast	breast	Breast:Carcinoma	166.1463911	BRCA	4.84498815668	5.93946167836	7.32517051238	0.672946072032114	high	0.816538234208	-0.810541946312	-0.56827406471	NA	NA	NA	NA	NA	NA	10000	10000	10000	22.3388744671074	25.5837843460233	0.893245178031593	39.4403352522879	32.0681685989644	41.5755378339817	52.8529482226081	60.7318625336394	55.3149907356612	Responder
MDAMB436	ACH-000573	MDAMB436_BREAST		breast	MDA-MB-436	metastasis	breast	carcinoma	breast_cancer	breast	breast	Breast:Carcinoma	151.8206873	BRCA	2.67807190511	6.77412814429	6.83882573987	0.922806020781928	high	0.695674638728	-0.505717088198	-0.841450862628	NA	NA	NA	NA	NA	NA	3701.43378090211	5932.69664766361	280.682967245264	3491.83835150904	4315.56375650799	463.7174645948	2.64930223817241	1.8171486553324	71.0149954325346	87.5112554053985	86.0758364164546	22.4973207283308	Nonresponder
MDAMB468	ACH-000849	MDAMB468_BREAST		breast	MDA-MB-468	metastasis	breast	carcinoma	breast_cancer	breast	breast	Breast:Carcinoma	188.2526523	BRCA	3.15218341906	6.62263756654	5.69766263347	0.727086607990515	high	1.06374905383	-0.0604999726701	-0.673192656112	10000	NA	NA	NA	NA	NA	87.5761471882078	237.426580259839	463.07420885336	10000	10000	2519.29173116586	35.9385227962905	27.8741182533111	29.7594590143908	31.7113418460567	46.271393208439	35.9493466842155	Nonresponder
NCIH1373	ACH-000845	NCIH1373_LUNG		lung	NCI-H1373	primary	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Adeno	NA	LUAD	5.97338167497	6.43128865429	5.92599941856	0.441067404899802	middle	1.42184610939	NA	NA	43	23	5	255	NA	23	10000	686.015553569864	9.5346070759628	8.05527660519472	920.027165556591	3.70520798484463	39.557292881008	44.6887003841594	47.2415611838887	54.5497280754297	45.7243426398918	41.2926824583234	Responder
NCIH1437	ACH-000589	NCIH1437_LUNG		lung	NCI-H1437	metastasis	lung	carcinoma	lung_cancer	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	126.2080661	LUAD	3.37434398904	6.61235249875	6.12618821052	-0.402124687177925	low	1.18654073913	-0.38934645744	-0.275278281581	10000	NA	NA	NA	NA	NA	21.3997122488836	99.4464491896283	1.61565935928548	52.0787487420725	94.3359800055177	1.22282558298996	88.4053411014426	69.3341658320736	73.0764899573115	3.92725604504643	17.9746045964262	19.1808723577009	Responder
NCIH1703	ACH-000747	NCIH1703_LUNG		lung	NCI-H1703	primary	lung	carcinoma	lung_cancer	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	166.6783902	LUSC	2.54596836911	6.34358548316	0.790772037862	-0.23591876418461	middle	0.986761304534	-0.0325021582389	-0.786300602078	NA	NA	NA	NA	NA	NA	1092.89716055718	4990.13359208122	271.308353995783	1866.79752894466	1805.64220452048	534.914741776574	21.9207162863078	7.31487596423599	63.9294140185626	52.3742479388343	67.2866464829017	12.9420829021244	Nonresponder
NCIH1838	ACH-000733	NCIH1838_LUNG		lung	NCI-H1838	primary	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Adeno	152.9435432	LUAD	5.56590176681	6.63879789995	4.69432306013	-0.0044177147325981	middle	1.04637211202	NA	NA	NA	NA	NA	NA	NA	NA	4259.07472935163	10000	1512.61875512804	3888.23088931824	9250.51384094227	1203.54504023504	0.000361527283359919	3.28227577372567	33.8955624246336	93.774493407236	93.3987015013945	60.7664661683322	Nonresponder
NCIH1869	ACH-000894	NCIH1869_LUNG		lung	NCI-H1869	metastasis	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Squamous	425.9997682	LUSC	5.82349462471	6.03496398975	6.5929054738	1.23779557317665	high	1.05102146489	NA	NA	NA	NA	NA	NA	NA	NA	10000	1070.31984716513	117.851080990752	9.13348659999006	59.8128448488819	24.5632119119454	52.1491038364992	51.6047845272633	51.251511099914	52.2431383142615	50.179800532929	42.4831320123922	Responder
NCIH1975	ACH-000587	NCIH1975_LUNG		lung	NCI-H1975	primary	lung	carcinoma	lung_cancer	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	121.5085676	LUAD	4.45680614923	7.10328780841	6.32660925101	0.678169654532497	high	1.12346940935	NA	NA	NA	NA	NA	NA	NA	NA	407.084948622174	10000	10000	177.89780869601	161.338020305257	4.89803015641912	57.408044834545	40.3673665067011	24.5243476684263	40.1018437958167	55.3392189269064	69.0280270561818	Responder
NCIH2023	ACH-000781	NCIH2023_LUNG		lung	NCI-H2023	metastasis	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Adeno	183.4098616	LUAD	3.27649666564	6.12948910152	6.21878116778	0.0387719052742043	middle	1.05526974745	-0.030691227521	-0.0500207556785	NA	NA	NA	NA	NA	NA	10000	4506.4854776112	1363.37012225429	1069.6627113729	10000	1663.2799334001	20.473267322252	13.2609890659552	25.8898780321684	74.8378047497749	79.5326404095919	61.9204676601292	Nonresponder
NCIH2170	ACH-000481	NCIH2170_LUNG		lung	NCI-H2170	primary	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Squamous	120.027116	LUSC	2.92789645373	6.46025109894	7.89808739715	-0.372783912934467	middle	0.806997337996	-0.123550502706	0.0616577104297	NA	NA	NA	NA	NA	NA	6431.44839002587	10000	2622.41540261437	10000	111.471461359958	3387.89822098742	11.640001929123	17.5216217243502	25.742325366174	96.6412275759967	94.2230944190727	80.2469152093106	Nonresponder
NCIH358	ACH-000860	NCIH358_LUNG		lung	NCI-H358	primary	lung	carcinoma	bronchioalveolar_carcinoma; non-small_cell lung_cancer	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	218.724336	LUAD	3.60525726294	6.97613447283	4.77082904603	0.337417188158718	middle	0.937944821913	NA	NA	NA	NA	NA	NA	NA	NA	10000	10000	1211.89337558305	28.7188446283776	10000	10000	23.7491698136626	12.3371056995529	43.1637449299175	74.9723815930285	81.2659003196472	53.0879128133849	Nonresponder
NCIH520	ACH-000395	NCIH520_LUNG		lung	NCI-H520	primary	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Squamous	102.7445013	LUSC	3.7355221773	6.62964804419	0.20163386117	-0.118475886177158	middle	1.26237719695	-0.593927336602	-0.743693892991	NA	NA	NA	NA	NA	NA	10000	10000	10000	10000	44.9981463735212	0.637734110314311	0	21.775320448125	24.2210609461693	100	78.4485204972803	70.020054215816	Responder
NCIH522	ACH-000343	NCIH522_LUNG		lung	NCI-H522	primary	lung	carcinoma	lung_cancer	lung_NSC	lung_NSC	Lung:NSCLC_Adeno	95.03061174	LUAD	1.58496250072	7.29213754514	4.75595576955	-0.399655546296042	low	1.1973365749	NA	NA	NA	NA	NA	NA	NA	NA	3486.42546217573	1139.0915392192	1121.61926232734	4964.41565110403	1485.21138854031	1561.6195929013	1.34915875160755	33.6746065675113	28.9554661755691	74.2946039157538	52.4198707049857	53.2024617796891	Nonresponder
NCIH596	ACH-000628	NCIH596_LUNG		lung	NCI-H596	primary	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Adeno	130.0234562	LUAD	6.47167521439	7.87239785623	6.02525032156	3.24569758861143	high	1.24582611176	NA	NA	NA	NA	NA	NA	56.5211464851873	56.5211464851873	8025.80531051841	2254.06271617327	10000	20.6445473110967	5430.041827996	2.37755078272523	29.6945596102356	19.8374839325635	27.8053560482966	53.1858119901974	57.4779109265845	56.7628288180355	Responder
NCIH647	ACH-000378	NCIH647_LUNG		lung	NCI-H647	metastasis	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Adeno	113.2413473	LUAD	4.02945288579	5.9126498649	5.32337006906	-0.103341668225426	middle	0.95808708659	NA	NA	41	NA	NA	NA	62.2458901035196	62.2458901035196	196.464798243147	250.494078160191	10.8037382746856	422.668199140594	216.680501897097	2.46046719738364	73.036312357381	69.5267273346027	62.7494366457229	17.5826086272414	23.4171750331079	32.9944970903065	Responder
NCIH810	ACH-000789	NCIH810_LUNG		lung	NCI-H810	primary	lung	carcinoma		lung_NSC	lung_NSC	Lung:NSCLC_Large_Cell	172.2500773	NA	6.39746072605	7.34899365649	0.20163386117	-0.47727817312844	low	1.6679793506	NA	NA	NA	NA	NA	NA	NA	NA	3331.56761510737	10000	989.960267036803	5732.65994939442	3259.04222533719	1127.76534222134	19.3505157630387	0.000130243244726103	64.9789905813405	89.5785241186966	100.784904986677	49.5614666239635	Nonresponder
NUGC4	ACH-000674	NUGC4_STOMACH		gastric	NUGC-4	metastasis	stomach	carcinoma		stomach	stomach	Gastric:Carcinoma	175.0163689	STAD	4.21412480535	5.75995474201	1.69153416492	-0.244043299598989	middle	1.21477642237	NA	NA	NA	NA	NA	NA	NA	NA	4712.12378278579	10000	1221.33067947983	4124.87621100231	10000	1421.33636396562	0.000293871207361462	0.144194424769751	39.6254069513124	100.47234342991	102.961903995035	59.0859337056376	Nonresponder
OV56	ACH-000091	OV56_OVARY		ovary	OV56	primary	ovary	carcinoma		ovary	ovary	Ovary:Carcinoma	85.71718592	OV	6.84498815668	6.30815697511	2.4620523188	1.03928583953239	high	0.99441086852	NA	NA	NA	NA	NA	NA	NA	NA	10000	10000	931.03534434511	4130.54747971059	3459.74147898527	351.190432530729	0.155989898452447	3.79512361499862	62.7199119391258	109.989439009657	114.623247046814	48.7777155018891	Nonresponder
OV7	ACH-000688	OV7_OVARY		ovary	OV7	primary	ovary	carcinoma		ovary	ovary	Ovary:Carcinoma	154.7010879	OV	5.06608919046	6.16551001804	3.82273014794	0.19636798278853	middle	1.08052918771	-1.33806928144	0.106898102612	NA	NA	NA	NA	NA	NA	5079.84810547287	6742.67119367157	1278.43998981359	10000	10000	1435.91533116005	6.25282359481875	7.17680890815699	28.2526309615756	88.0318406156065	89.0022875720842	63.4936029726822	Nonresponder
OVCAR8	ACH-000696	OVCAR8_OVARY		ovary	OVCAR-8	primary	ovary	carcinoma	ovarian_cancer	ovary	ovary	Ovary:Carcinoma	154.9416008	OV	3.9107326619	5.52888382727	1.53605290024	-0.670628788925623	low	0.861644761476	-0.423784949531	-0.697467040567	NA	NA	NA	NA	NA	NA	4848.21848608362	8404.2117683571	1027.24024021706	8720.63488885661	6748.77449177656	1442.98018283168	5.123313543723	2.92137418677407	45.7795815867856	93.4251789278188	91.8604001016727	51.0739127110597	Nonresponder
OVISE	ACH-000527	OVISE_OVARY		ovary	OVISE	metastasis	ovary	carcinoma	Ovarian Cancer	ovary	ovary	Ovary:Carcinoma	166.3965156	OV	2.23266075679	6.333244817	0.250961573533	0.483538554695274	middle	1.27956906446	-0.452323851977	-0.730512427293	NA	NA	NA	NA	NA	NA	176.082585880454	340.119748119479	10000	23.6885701458145	29.3330202190554	0.332720588064395	55.0060550633733	48.0109293714288	39.6108519644636	41.4998100493923	47.6022674186038	55.3840878434482	Responder
PECAPJ15	ACH-000619	PECAPJ15_UPPER_AERODIGESTIVE_TRACT		upper_aerodigestive	PE/CA-PJ15	primary	upper_aerodigestive_tract	carcinoma		upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	142.3040162	HNSC	4.21645486514	6.54163873444	3.82680268429	1.97370144277063	high	1.43552034674	-0.668112015745	-0.797988048999	NA	NA	NA	NA	NA	NA	10000	3032.92341105796	10000	24.8400102530686	10000	27.2205728975441	31.2407250608399	22.1417287612959	25.8467699046242	70.8326424462563	71.6971875072828	74.2837710443796	Responder
RCM1	ACH-000565	RCM1_LARGE_INTESTINE		colorectal	RCM-1	primary	large_intestine	carcinoma	rectum; adenocarcinoma; well differentiated	colorectal	colorectal	Colorectal:Carcinoma	132.1193181	COAD/READ	4.78031009904	6.05398016819	0.163498732283	0.828773339369174	high	1.33887636124	NA	NA	NA	NA	NA	NA	NA	NA	10000	738.825131760016	10000	5.30549868721434	138.337820708106	0.215607159206467	31.6535688266878	48.452291348279	32.6481281225069	65.0548877015499	47.8524043415826	66.013514786915	Responder
RERFLCAI	ACH-000261	RERFLCAI_LUNG		lung	RERF-LC-AI	primary	lung	carcinoma	lung_cancer	lung_NSC	lung_NSC	Lung:NSCLC_Squamous	124.6755319	LUSC	5.66049513189	6.70431867776	4.20711196121	-0.226882679081613	middle	1.16078766956	-0.257465650361	-0.0180936021651	NA	NA	NA	NA	NA	NA	1036.69342339847	1639.23376437456	250.837252894774	1598.37029098646	2263.24476689534	10000	25.0215036264355	7.60094165216061	48.1096085441839	51.3716935752099	67.1986012673974	34.1113342196789	Nonresponder
RKN	ACH-000505	RKN_SOFT_TISSUE		soft_tissue	RKN	primary	soft_tissue	leiomyosarcoma		ovary	ovary	Soft_Tissue:Sarcoma_Leiomyo	165.9472722	SARC	3.71479501112	5.7169908944	0.13750352375	-0.191032705729302	middle	1.03600639982	-0.390512293864	0.0115809179692	NA	NA	NA	NA	NA	NA	10000	10000	830.527296087046	10000	1471.00406029696	1106.04282727145	14.3992662791656	11.5033272179682	48.484796545508	76.5024256221636	81.8877756392012	42.9731066388277	Nonresponder
SCC25	ACH-000188	SCC25_UPPER_AERODIGESTIVE_TRACT		upper_aerodigestive	SCC-25	primary	upper_aerodigestive_tract	carcinoma		upper_aerodigestive	upper_aerodigestive	Upper_Aerodigestive_Tract:Carcinoma	99.74078602	HNSC	4.84599177066	5.93026424524	1.15055967658	2.38714049088032	high	1.43495315432	-0.738258418108	-0.816360674331	17	NA	NA	NA	NA	NA	5.43426761573336	19.2309108500099	1.70788294359967	3.13036173140148	15.106366960722	0.438354117064971	71.2481055919813	80.6861958043371	57.9567983223049	25.5999991229024	15.1017651404681	42.0210367600673	Responder
SH10TC	ACH-000764	SH10TC_STOMACH		gastric	SH-10-TC	primary	stomach	carcinoma		stomach	stomach	Gastric:Carcinoma	207.7215689	STAD	2.88362081629	5.58255600301	0.516015147004	-0.32175435701114	middle	1.01032921415	-0.0915843157666	-0.403365611176	NA	NA	NA	NA	NA	NA	10000	10000	816.749497733023	3058.02114357526	10000	663.022535928086	0.000424793179277572	1.3392408021673e-05	54.7353173436837	101.364099580652	99.3967304352317	44.9454423638418	Nonresponder
SKBR3	ACH-000017	SKBR3_BREAST		breast	SK-BR-3	metastasis	breast	carcinoma	breast_cancer	breast	breast	Breast:Carcinoma	170.5817104	BRCA	3.35049724708	6.85287278161	4.51664555778	-0.298964023161474	middle	1.32133327623	0.0987661682681	-0.0271660756217	NA	NA	NA	NA	NA	NA	318.80855913059	61.6654434167529	728.065241993114	478.351129717281	204.304318975858	4378.14085595392	90.0330190866235	40.8304799959306	31.5338911201729	5.84692450492916	21.2177042672449	42.3772913961488	Responder
SKOV3	ACH-000811	SKOV3_OVARY		ovary	SK-OV-3	metastasis	ovary	carcinoma	ovarian_cancer	ovary	ovary	Ovary:Carcinoma	198.9679444	OV	3.1779177922	6.77755122229	7.42810888318	0.288676213392433	middle	1.0484884118	0.0805346264631	-0.14439599408	NA	NA	NA	NA	NA	NA	9069.57259570159	10000	2949.45665645053	10000	3421.011523814	2844.9279759212	3.96463062823204	6.50650566740296e-05	6.53488669469388	99.3278767696605	98.7318680694246	97.6051589854723	Nonresponder
SNGM	ACH-000974	SNGM_ENDOMETRIUM		uterus	SNG-M	metastasis	endometrium	carcinoma	intermediately differentiated adenocarcinoma	endometrium	endometrium	Endometrium:Carcinoma	788.4232098	UCEC	3.54101915313	5.91719303692	1.04264433741	-0.439688468393988	low	0.998056311096	-0.200454726479	-0.129781561397	NA	NA	NA	NA	NA	NA	10000	10000	3315.30692962297	9650.58433744168	10000	720.313841719455	1.4210854715202e-14	4.64197071892158e-07	46.1172076820546	114.474917518054	113.527931658824	68.5150174456643	Nonresponder
SNU1033	ACH-000286	SNU1033_LARGE_INTESTINE		colorectal	SNU-1033	primary	large_intestine	carcinoma		colorectal	colorectal	Colorectal:Carcinoma	131.1462669	COAD/READ	4.0950804919	5.44989147301	0.722466024471	-0.528208675395122	low	1.10317751139	NA	NA	NA	NA	NA	NA	NA	NA	8275.48554453013	4409.48041307026	3402.2367812791	7856.19374132046	2504.38452264893	3435.19024180972	5.20012639526612e-06	9.73054285028439	0.00292678453681106	112.923384041052	100.78094908686	101.857463348446	Nonresponder
SNU175	ACH-000989	SNU175_LARGE_INTESTINE		colorectal	SNU-175	primary	large_intestine	carcinoma		colorectal	colorectal	Colorectal:Carcinoma	1460.745797	COAD/READ	3.20945336563	6.29480451999	3.55213110825	-0.0187253367591414	middle	0.994267434658	NA	NA	NA	NA	NA	NA	NA	NA	10000	10000	707.666113525779	14.1707054528149	10000	859.202424226539	12.183373849438	5.64447476787333	77.2755550004168	90.0695203814001	94.9012316999065	22.3518487873511	Nonresponder
SNU620	ACH-000325	SNU620_STOMACH		gastric	SNU-620	metastasis	stomach	carcinoma		stomach	stomach	Gastric:Carcinoma	134.9948889	STAD	3.25550073315	6.22920335789	0.400537929584	0.44047609544839	middle	0.962484329005	NA	NA	NA	NA	NA	NA	NA	NA	3612.98976824842	8112.43368844659	1581.51908533733	3621.2399930126	8189.63973985755	1908.48681430836	6.20559276853783e-07	2.66242271607098e-06	14.711930252828	90.8888688268229	92.5000652128762	72.8780147651063	Nonresponder
SNU719	ACH-000898	SNU719_STOMACH		gastric	SNU-719	primary	stomach	carcinoma		stomach	stomach	Gastric:Carcinoma	343.1649394	STAD	3.99004721957	5.99503219248	1.25096157353	0.317158166968985	middle	1.14786282701	-0.569731264045	-0.49244982774	NA	NA	NA	NA	NA	NA	599.001610984155	1353.68579457345	1887.6322010539	10000	10000	2172.93966259847	49.7042223997143	39.6340903686164	15.542965099157	42.455701985797	54.2629357923681	73.8487251515839	Nonresponder
SNU81	ACH-000991	SNU81_LARGE_INTESTINE		colorectal	SNU-81	primary	large_intestine	carcinoma		colorectal	colorectal	Colorectal:Carcinoma	1759.696678	COAD/READ	4.46727948046	7.1535013655	0.855989697308	1.1079313448768	high	0.98483059852	NA	NA	NA	NA	NA	NA	NA	NA	1406.01290012219	10000	51.2751706008375	10000	9.62110390762371	332.414964904402	38.2747279032497	63.0969656008056	73.4510922965886	55.1149466563388	53.7662513813275	12.2799002075371	Responder
